MINE_ID|MINE_NAME|MINE_TYPE|MINE_STATUS|OPERATOR_NAME|OPERATOR_GROUP|CONTROLLER_NAME|STATE|COUNTY|LATITUDE|LONGITUDE|REGION_CODE|PRIMARY_SIC|PRIMARY_CANVASS|NO_EMPLOYEES|NEAREST_TOWN
0100003|O'Neal Quarry & Mill|Surface|Active|Lhoist North America of Alabama, LLC|OTHER|Lhoist Group|AL|Shelby|33.177778|-86.758889|SOUTHEAST|Lime|Stone|108|Calera
0100004|Brierfield Quarry|Surface|Active|Lhoist North America of Alabama, LLC|OTHER|Lhoist Group|AL|Bibb|33.038056|-86.963333|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|28|Brierfield
0100006|Auburn Quarry|Surface|Active|Martin Marietta Materials, Inc.|MLM|Martin Marietta Materials Inc|AL|Lee|32.530556|-85.470556|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|15|Auburn
0100008|Landmark Plant|Surface|Active|Cheney Lime & Cement Company|OTHER|Alan B  Cheney|AL|Shelby|33.351176|-86.657568|SOUTHEAST|Lime|Stone|33|Alabaster
0100009|Dolcito Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Jefferson|33.586388|-86.763333|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|22|Tarrant
0100010|Rockwood Mine|Underground|Active|Alabama Stone Company|OTHER|Ron J Vetter; Donn J Vetter|AL|Franklin|34.507778|-87.728611|SOUTHEAST|Dimension Limestone|Stone|24|Russellville
0100011|Imerys Sylacauga Operations|Surface|Active|Imerys Carbonates USA, Inc.|OTHER|Imerys S A|AL|Talladega|33.240278|-86.333056|SOUTHEAST|Crushed, Broken Marble|Stone|280|Sylacauga
0100012|Ohatchee Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Calhoun|33.783611|-85.928056|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|7|Alexandria
0100013|C A Langford Co Inc|Surface|Active|C A Langford Company Inc|OTHER|William S  Langford|AL|Marshall|34.338333|-86.369167|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|10|Guntersville
0100016|Demopolis Plant Cemex Inc|Facility|Active|CEMEX Southeast, LLC|CEMEX|Cemex S A|AL|Marengo|32.510277|-87.8125|SOUTHEAST|Cement|Stone|98|Demopolis
0100021|HUNTSVILLE NORTH QUARRY|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Madison|34.778611|-86.625|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|37|Huntsville
0100027|NATIONAL CEMENT COMPANY|Facility|Active|National Cement Co. of AL., Inc.|OTHER|Vicat S A|AL|St Clair|33.744444|-86.155833|SOUTHEAST|Cement|Stone|120|Ragland
0100028|Fort Payne Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|De Kalb|34.423333|-85.735833|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|8|Fort Payne
0100030|Tuscumbia Quarry|Surface|Active|Rogers Group Inc|ROGERS|Rogers Group Inc|AL|Colbert|34.675|-87.634167|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|12|Tuscumbia
0100036|Cherokee Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Colbert|34.755556|-87.971389|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|19|Cheerokee
0100037|CHILDERSBURG QUARRY|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Talladega|33.278056|-86.355|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|9|Childersburg
0100039|Trinity Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Morgan|34.618611|-87.047222|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|11|Trinity
0100040|Montevallo Quarry & Mill|Surface|Active|Lhoist North America of Alabama, LLC|OTHER|Lhoist Group|AL|Shelby|33.165556|-86.626944|SOUTHEAST|Lime|Stone|84|Montevallo
0100043|Leeds Plant|Facility|Active|Lehigh Cement Company LLC|OTHER|Heidelberg Materials AG|AL|Jefferson|33.540833|-86.546944|SOUTHEAST|Cement|Stone|128|Leeds
0100045|TUSCUMBIA QUARRY|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Colbert|34.73|-87.6575|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|14|Tuscumbia
0100047|GLENCOE QUARRY|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Etowah|33.962778|-85.940833|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|13|Glenco
0100050|Calera Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Shelby|33.102777|-86.753611|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|53|Calera
0100052|Wade Sand & Gravel Co., Inc.|Surface|Active|Wade Sand & Gravel Co., Inc|OTHER|William W Wade; Robin A Wade III|AL|Jefferson|33.5225|-86.852778|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|48|Birmingham
0100130|Scottsboro Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Jackson|34.623333|-86.088611|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|8|Scottsboro
0100394|LONGVIEW OPERATION|Surface|Active|Carmeuse Lime & Stone Inc|OTHER|Carmeuse Holding SA|AL|Shelby|33.216111|-86.791944|SOUTHEAST|Lime|Stone|113|Calera
0100526|HELENA QUARRY|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Shelby|33.106667|-86.755833|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|9|Helena
0100535|Core Aggregates, LLC|Surface|Active|Core Aggregates, LLC|OTHER|George  Lewis; Dustin  Everett|AL|Dale|31.188333|-85.775|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|5|Daleville
0100578|Bellwood Sand Plant|Surface|Active|Couch Aggregates LLC|OTHER|AFTA, LLC; Steve  Shaw|AL|Geneva|31.175|-85.789167|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|4|Geneva
0100617|Hurtsboro Plant|Surface|Active|U.S. Silica Company, LLC|OTHER|USS Holdings Inc|AL|Russell|32.24785|-85.41665|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|9|Hurtsboro
0100629|ARGOS ROBERTA PLANT|Facility|Active|Quikrete Construction Materials, LLC|OTHER|Quikrete Holdings Inc.|AL|Shelby|33.165833|-86.623056|SOUTHEAST|Cement|Stone|169|Calera
0100634|Maylene Plant & Quarry|Surface|Active|Martin Marietta Materials, Inc.|MLM|Martin Marietta Materials Inc|AL|Shelby|33.193889|-86.859444|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|11|Montevallo
0100678|Cosby #1 Pit|Surface|Active|Cosby-Carmichael Inc|OTHER|Cosby P  Carmichael|AL|Dallas|32.399444|-86.990833|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|11|Selma
0100697|Tuscaloosa Plant|Surface|Active|Covia Solutions LLC|OTHER|Covia Holdings LLC|AL|Tuscaloosa|33.141111|-87.563611|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|7|Tuscaloosa
0100853|Lacon Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Morgan|34.338889|-86.889167|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|10|Falkville
0101138|Scott Pit|Surface|Active|Elmore Sand & Gravel, Inc|OTHER|Valerie  Carnes|AL|Elmore|32.576667|-86.339722|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|50|Elmore, AL
0101983|Smith Sand Company Inc|Surface|Active|Smith Sand Company|OTHER|Dean D  Alford|AL|Mobile|30.836944|-88.194722|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|3|Prichard
0102014|Allsboro Quarry & Mill|Surface|Active|Martin Marietta Southeast Agg Operations, LLC|MLM|Martin Marietta Materials Inc|AL|Colbert|34.726111|-88.116944|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|25|Cherokee
0102087|Cypress Pit|Surface|Active|Davis Sand & Gravel|OTHER|Ronald Tyler Davis; Christopher Howard Davis|AL|Hale|32.962222|-87.696667|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|5|Moundville
0102140|Alexander City|Surface|Active|APAC-Alabama,Inc.|OTHER|CRH PLC|AL|Coosa|32.943889|-85.953889|SOUTHEAST|Crushed, Broken Granite|Stone|10|Alexander City
0102343|Amrize Theodore Plant|Facility|Active|Amrize Cement Inc.|OTHER|Amrize Ltd|AL|Mobile|30.554722|-88.160833|SOUTHEAST|Cement|Stone|183|Theodore
0102372|MARION COUNTY ROCK|Surface|Active|Bunn Brothers Materials Inc|OTHER|S T  Bunn Jr|AL|Marion|33.999722|-87.691388|SOUTHEAST|Crushed, Broken Sandstone|Stone|10|Winfield
0102523|Guntersville Quarry|Surface|Active|Vulcan Materials Asphalt and Construction, LLC|VULCAN|Vulcan Materials Company|AL|Marshall|34.4425|-86.258056|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|7|Guntersville
0102606|COGLE PIT|Surface|Active|Selma Gravel Inc.|OTHER|Whittney Blaine  Brassell|AL|Dallas|32.346944|-87.059167|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|7|Selma
0102660|North Huntsville Quarry & Mill|Surface|Active|Martin Marietta Southeast Agg Operations, LLC|MLM|Martin Marietta Materials Inc|AL|Madison|34.778611|-86.643333|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|17|Huntsville
0102738|West Alabama Sand & Gravel|Surface|Active|West Alabama Sand & Gravel, Inc.|OTHER|Clatus K  Junkin|AL|Fayette|33.758333|-87.790277|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|5|Fayette
0102743|Summit Quarry|Surface|Active|Vulcan Materials Asphalt and Construction, LLC|VULCAN|Vulcan Materials Company|AL|Blount|34.204444|-86.472778|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|8|Blountsville
0102810|OAKMULGEE  CRUSHER|Surface|Active|Asphalt Contractors Inc|OTHER|Whittney Blaine  Brassell|AL|Dallas|32.399722|-87.099722|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|2|Selma
0102814|Phenix City Mine|Surface|Active|Foley Materials Company|OTHER|Frank  Foley|AL|Russell|32.409722|-84.999722|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|5|Phenix City
0102822|P & R Mining|Surface|Active|APAC-Alabama, Inc.|OTHER|CRH PLC|AL|Escambia|31.110556|-87.496389|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|24|Atmore
0102883|Dawson Pit|Surface|Active|Stacey Construction LLC|OTHER|Issac G  Stacey III; Susan  Stacey|AL|Monroe|31.383056|-87.321111|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|4|Monroeville, AL
0102894|Southern Red Rock, LLC|Surface|Active|Southern Red Rock LLC|OTHER|Burke R Wakefield; Robert R Ryan|AL|Jefferson|33.715556|-86.973056|SOUTHEAST|Crushed, Broken Slate|Stone|4|Graysville
0102945|Crimson Stone|Facility|Active|Crimson Stone|OTHER|J Scott  Sanders|AL|Jefferson|33.408889|-87.054167|SOUTHEAST|Crushed, Broken Slate|Stone|5|Hueytown
0102947|Sylacauga Marble, Mine #1|Surface|Active|TBGS Quarry, LLC.|OTHER|Changyung  Tan|AL|Talladega|33.139167|-86.385|SOUTHEAST|Dimension Marble|Stone|8|Sylacauga
0102956|Speedway Quarry|Surface|Active|Vulcan Materials Asphalt and Construction, LLC|VULCAN|Vulcan Materials Company|AL|Talladega|33.557222|-86.040556|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|18|Eastaboga
0102985|Omya Alabama Plant|Facility|Active|Omya Inc|OTHER|Omya Industries Inc|AL|Talladega|33.160556|-86.308611|SOUTHEAST|Crushed, Broken Marble|Stone|67|Sylacauga
0103003|JENKINS PIT|Facility|Active|Asphalt Contractors Inc|OTHER|Whittney Blaine  Brassell|AL|Montgomery|32.359444|-86.304444|SOUTHEAST|Crushed, Broken Stone NEC|Stone|1|Montgomery
0103005|Rabbit Creek Pit|Surface|Active|Bradford Gravel Company|OTHER|Glenn L  Bradford|AL|Clarke|31.509167|-87.894444|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|8|Jackson
0103022|VANCE QUARRY|Surface|Active|Martin Marietta Materials|MLM|Martin Marietta Materials Inc|AL|Tuscaloosa|33.181389|-87.219722|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|16|Vance
0103041|Turkey Creek Sand and Gravel|Surface|Active|TCSG, LLC|OTHER|Wesley Brad  Bull; Curtis Kevin  Kyser|AL|Fayette|34.03133|-87.743081|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|3|Winfield
0103055|Bessemer Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Jefferson|33.368333|-87.010277|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|9|Bessemer
0103076|O'Neal Quarry|Surface|Active|Martin Marietta Materials, Inc.|MLM|Martin Marietta Materials Inc|AL|Shelby|33.166944|-86.753889|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|17|Calera
0103084|City Pit|Surface|Active|Foley Materials Company|OTHER|Frank  Foley|AL|Montgomery|32.4125|-86.155278|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|3|Montgomery
0103087|TUSCALOOSA QUARRY|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Tuscaloosa|33.147778|-87.281667|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|25|VANCE
0103096|SRM Mt Hope Quarry|Surface|Active|SRM Materials, LLC|OTHER|Michael  Hollingshead|AL|Lawrence|34.521389|-87.523056|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|9|Mt. Hope
0103100|Battleground Rock Quarry|Surface|Active|Wiregrass Construction Co., Inc|OTHER|Construction Partners Inc|AL|Morgan|34.339722|-86.993611|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|9|Falkville
0103126|Drummond Rock Quarry|Surface|Active|Wiregrass Construction Company, Inc.|OTHER|Construction Partners Inc|AL|Cullman|33.986667|-86.929722|SOUTHEAST|Crushed, Broken Sandstone|Stone|7|Colony, AL
0103130|B & R Sand & Gravel|Surface|Active|Couch Aggregates LLC|OTHER|AFTA, LLC; Steve  Shaw|AL|Montgomery|32.431666|-86.277222|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|7|Montgomery
0103135|Coldwater Quarry|Surface|Active|Vulcan Materials Asphalt and Construction, LLC|VULCAN|Vulcan Materials Company|AL|Calhoun|33.6025|-85.875833|SOUTHEAST|Crushed, Broken Quartzite|Stone|13|Oxford
0103143|South Russellville Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Franklin|34.48|-87.556944|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|12|Russeville
0103149|NASAG PIT 2|Surface|Active|Alliance Sand and Aggregates LLC|OTHER|Rodney D  Terry; H M  Nowlin; Neal A  Holland|AL|Franklin|34.284722|-87.6475|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|17|Russellville
0103154|Brooksville Quarry|Surface|Active|Vulcan Materials Asphalt and Construction, LLC|VULCAN|Vulcan Materials Company|AL|Blount|34.042222|-86.453333|SOUTHEAST|Crushed, Broken Sandstone|Stone|8|SMEAD
0103158|Wiregrass Construction Skyline Quarry|Surface|Intermittent|Wiregrass Construction Co., Inc.|OTHER|Construction Partners Inc|AL|Jackson|34.8475|-86.100278|SOUTHEAST|Crushed, Broken Sandstone|Stone|3|Skyline
0103159|Rueggs Pit|Surface|Active|Precision Sand Foley LLC|OTHER|Bill Patterson Construction; Turner Siteworks|AL|Baldwin|30.420278|-87.717222|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|7|Foley
0103164|PRIDE QUARRY|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Colbert|34.709722|-87.761111|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|14|Tuscumbia
0103175|Alabaster Mill|Facility|Active|Lhoist North America Of Tennessee, Inc.|OTHER|Lhoist Group|AL|Shelby|33.351111|-86.6575|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|10|Alabaster
0103190|AWS PIT #1|Surface|Active|Alabama Wholesale Stone, Inc.|OTHER|Alana Brown Johnson; Trenton Blaise Brown|AL|Blount|33.834167|-86.362222|SOUTHEAST|Dimension Sandstone|Stone|25|Oneonta
0103215|Hollywood Quarry|Surface|Active|Rogers Group Inc|ROGERS|Rogers Group Inc|AL|Jackson|34.716111|-85.952778|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|15|Hollywood
0103223|White City Plant|Surface|Active|Pioneer Materials LLC|OTHER|Doyle H  Pierce|AL|Autauga|32.673611|-86.586111|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|4|Clanton
0103227|MLC - Calera|Facility|Active|MLC|OTHER|HBM Holdings Company|AL|Shelby|33.093889|-86.796389|SOUTHEAST|Lime|Stone|50|Calera
0103234|Ashville Rock Quarry|Surface|Active|Wiregrass Construction Company, Inc.|OTHER|Construction Partners Inc|AL|St Clair|33.878889|-86.338611|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|9|Steele
0103241|Little Hawk Mining, LLC|Surface|Intermittent|Little Hawk Mining, LLC|OTHER|Bill  Harper|AL|Monroe|31.472778|-87.325833|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|5|Monroeville
0103248|Jackson Plant 713|Surface|Active|Couch Aggregates, LLC|OTHER|AFTA, LLC; Steve  Shaw|AL|Clarke|34.78|-86.923611|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|27|Jackson
0103258|Tuscaloosa Quarry/Howton Pit|Surface|Active|Bunn Brothers Materials Inc|OTHER|S T  Bunn Jr|AL|Tuscaloosa|33.271944|-87.271389|SOUTHEAST|Crushed, Broken Stone NEC|Stone|14|Brookwood
0103262|Notasulga Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Lee|32.599444|-85.602222|SOUTHEAST|Crushed, Broken Granite|Stone|28|Loachapoka
0103264|Wedowee Quarry|Surface|Active|APAC-Alabama,Inc.|OTHER|CRH PLC|AL|Randolph|33.331389|-85.476111|SOUTHEAST|Dimension Granite|Stone|8|Wedowee
0103270|Lakeshore Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Jefferson|33.449379|-86.87444|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|2|Homewood
0103324|Baldwin Sand & Gravel, LLC.|Surface|Active|Baldwin Sand & Gravel, LLC.|OTHER|Edwin J  Spence|AL|Baldwin|30.3475|-87.7425|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|8|Foley
0103327|Coosa Plant|Surface|Active|Wiregrass Construction Co., Inc.|OTHER|Construction Partners Inc|AL|Etowah|34.041111|-85.839722|SOUTHEAST|Sand, Common|SandAndGravel|11|Gadsden
0103331|Landsdown|Surface|Active|Landsdown Corporation|OTHER|Vince  Labarbera|AL|Lowndes|32.330556|-86.608889|SOUTHEAST|Sand, Common|SandAndGravel|11|Lowndesboro
0103347|Dunn Construction Company|Surface|Active|Dunn Construction Company|OTHER|Dunn Investment Company|AL|Elmore|32.734444|-86.269722|SOUTHEAST|Crushed, Broken Granite|Stone|7|Titus
0103352|Smith Mine|Surface|Active|American Specialty Products LLC|OTHER|Jeri Elizabeth  Carter; Bruce  Ervin|AL|Chilton|32.745278|-86.5925|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|9|Clanton
0103356|Lacey's Spring|Surface|Active|Rogers Group Inc.|ROGERS|Rogers Group Inc|AL|Morgan|34.558333|-86.577222|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|11|Huntsville
0103357|Phenix City Plant II|Surface|Active|Foley Materials Company|OTHER|Frank  Foley|AL|Russell|32.433889|-84.992778|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|6|Phenix City
0103363|Lambert Materials|Surface|Active|Wiregrass Construction Co., Inc.|OTHER|Construction Partners Inc|AL|Macon|32.395555|-85.989166|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|14|Shorter, AL
0103386|Lynn Nolen Construction|Surface|Active|Lynn Nolen Construction|OTHER|Lynn  Nolen|AL|Mobile|30.484444|-88.393611|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|3|Grand Bay
0103399|Red Eagle|Surface|Active|Red Eagle  Sand & Gravel|OTHER|Whittney Blaine  Brassell|AL|Montgomery|32.465556|-86.238056|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|13|Montgomery
0103401|Cedar Creek Pit|Surface|Active|South Alabama Materials, Inc.|OTHER|C R  Campbell Sr|AL|Escambia|31.003889|-87.21|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|5|FLOMATON
0103411|Dunn Construction|Surface|Active|Lopke Quarries Inc|OTHER|Steven  Gregg; Barbara A Lopke|AL|Shelby|33.216111|-86.791944|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|7|Saginaw
0103413|Tanner Quarry|Surface|Active|Rogers Group Inc|ROGERS|Rogers Group Inc|AL|Limestone|34.691944|-86.956944|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|4|Tanner, AL
0103427|Pope Pit #2|Surface|Intermittent|Fuller Gravel Co LLC|OTHER|Bennie S  Fuller|AL|Clarke|31.5725|-87.648333|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|2|Whatley
0103450|Wadley Crushed Stone|Surface|Active|Wadley Crushed Stone LLC|OTHER|Donald J  Stone|AL|Randolph|33.141389|-85.580278|SOUTHEAST|Crushed, Broken Granite|Stone|14|Wadley
0103452|Brooklyn Limestone|Surface|Intermittent|C. R. Pate Logging Co Inc.|OTHER|Josh R Pate|AL|Conecuh|31.308611|-86.483056|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|7|Evergreen
0103463|Gurley Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Madison|34.715833|-86.403889|SOUTHEAST|Crushed, Broken Stone NEC|Stone|2|Gurley
0103476|MLC - Mobile|Facility|Active|MLC|OTHER|HBM Holdings Company|AL|Mobile|30.661389|-88.072222|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|3|Mobile
0103477|SARDINE|Surface|Active|SOUTH ALABAMA MATERIALS, INC|OTHER|C R  Campbell Sr|AL|Escambia|31.151389|-87.375278|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|26|ATMORE
0103499|Bessie Mine|Surface|Active|Warrior Aggregates Inc|OTHER|William R Bond|AL|Jefferson|33.648611|-87.033056|SOUTHEAST|Crushed, Broken Stone NEC|Stone|2|Adamsville
0103502|Tremendous Pit|Surface|Active|Tremendous Stone LLC|OTHER|Eduardo  Mejia|AL|Blount|34.037778|-86.411111|SOUTHEAST|Dimension Stone NEC|Stone|5|Oneonta
0103506|West Huntsville|Surface|Active|Rogers Group, Inc|ROGERS|Rogers Group Inc|AL|Madison|34.744444|-86.859444|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|8|Madison
0103507|Jackson Quarry|Surface|Active|SRM Materials, LLC|OTHER|Michael  Hollingshead|AL|Clarke|31.406667|-87.905556|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|11|Jackson
0103508|Adamsville|Surface|Active|Vulcan Materials Asphalt and Construction, LLC|VULCAN|Vulcan Materials Company|AL|Jefferson|33.641667|-86.991111|SOUTHEAST|Crushed, Broken Stone NEC|Stone|7|Adamsville
0103517|Meadows|Surface|Active|Ferroglobe USA Quartz INC|OTHER|Ferroglobe PLC|AL|Lowndes|32.330989|-86.627616|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|5|White Hall
0103518|McCord Limestone Quarry|Surface|Active|North Alabama Materials, Inc.|OTHER|Darrin K  Isbell|AL|Madison|34.693611|-86.359167|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|5|Gurley
0103520|Martinez Pit|Surface|Active|Max Martinez|OTHER|Max  Martinez|AL|Jackson|34.796111|-86.103333|SOUTHEAST|Dimension Sandstone|Stone|10|Skyline
0103524|Repton Mine|Surface|Active|Campbell Sand & Gravel, Inc|OTHER|James  Campbell|AL|Monroe|31.400398|-87.224429|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|5|Repton
0103525|Aguilar Stone Mines|Surface|Active|Aguilar Stone|OTHER|Edgar E  Aguilar|AL|Jackson|34.720556|-86.074722|SOUTHEAST|Dimension Sandstone|Stone|8|Skyline
0103539|Brierfield|Surface|Active|Ready Mix USA, LLC|OTHER|Cemex S A|AL|Bibb|33.051389|-86.931944|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|7|Brierfield
0103542|Redstone Quarry|Surface|Active|Vulcan Construction Materials, LLC|VULCAN|Vulcan Materials Company|AL|Madison|34.671667|-86.592778|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|3|Madison
0103543|Red Mountain Rock|Surface|Active|South Alabama Materials|OTHER|C R  Campbell Sr|AL|Conecuh|31.546111|-87.249722|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|2|Castleberry, Al
0103544|SDAC OZ|Surface|Active|SDAC|OTHER|Paul  Morrow|AL|Montgomery|32.361258|-86.394208|SOUTHEAST|Sand, Common|SandAndGravel|5|Montgomery
0103545|VANCE QUARRY|Surface|Active|DAVIS MATERIALS, INC.|OTHER|Ronald H  Davis; Ronald T  Davis; Rhonda D  Robinson; Christopher H  Dav|AL|Tuscaloosa|33.205833|-87.189167|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|12|Vance
0103546|Pearson Pit|Surface|Active|Pit Worx, Inc.|OTHER|James M Meeks; Michelle A Meeks|AL|Autauga|32.441389|-86.68|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|1|autaugaville
0103551|CEDAR CREEK PIT|Surface|Active|C.R. PATE LOGGING INC.|OTHER|Josh R Pate|AL|Conecuh|31.445555|-86.932577|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|16|EVERGREEN
0103560|Martinez Hightop Mining|Surface|Active|David Martinez|OTHER|David  Martinez Contreras|AL|Jackson|34.641667|-86.025556|SOUTHEAST|Dimension Stone NEC|Stone|6|Scottsboro
0103565|Dig In Mining|Surface|Active|Dig In Mining, LLC|OTHER|Joseph M  Rutkowski; Lindsay  Rutkowski|AL|Covington|31.035765|-86.230873|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|12|Florala
0103571|All Star Sand & Gravel, Inc.|Surface|Active|All Star Sand & Gravel, Inc.|OTHER|Roger McKinley Jones; Richard Alan Jones|AL|Marion|33.949006|-87.780614|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|6|Winfield
0103579|Ground Works Materials|Surface|Active|GW Materials LLC|OTHER|Chad D Calloway|AL|Elmore|32.656944|-86.373611|SOUTHEAST|Construction Sand and Gravel|SandAndGravel|5|Wetumpka
0103580|Prevo Sand|Surface|Active|Arrington Curb & Excavation, Inc|OTHER|Thomas Matthew  Arrington|AL|Monroe|31.501941|-87.424871|SOUTHEAST|Sand, Common|SandAndGravel|5|340 Thames Road Frisco City
0103587|Cumberland #1|Surface|Active|Cumberland Stone, LLC|OTHER|Joseph M Cloud; Dixie M Cloud|AL|Jackson|34.709722|-86.074167|SOUTHEAST|Dimension Sandstone|Stone|8|Skyline
0103591|Gum Pond Quarry|Surface|Active|Grayson Carter and Son Contracting, Inc.|OTHER|Halston G Carter|AL|Morgan|34.367222|-86.648611|SOUTHEAST|Crushed, Broken Limestone NEC|Stone|5|Eva
